مرحبًا.	Hi.
يستحسن أن تذهب لرؤية طبيب العائلة حالاً.	You'd better go to see your family doctor at once.
"هل رأيت هاتفي الخليوي ؟" " إنه فوق الطاولة ."	"Have you seen my cell phone?" "It's on the table."
شيء جميل كهذا أبدا لن يفقد قيمته.	A beautiful object like that never loses its value.
لقد نُشِرت للتو مجموعة من اشعارها .	A collection of her verses has just been published.
لا تقلق بشأن كلبي. هو لن يسبب لك أي ضرر.	Don't worry about my dog. He won't do you any harm.
لسببٍ ما، المايكروفون لم يعمل سابقًا.	For some reason the microphone didn't work earlier.
لسببٍ ما، مكبر الصوت لم يعمل قبل قليل.	For some reason the microphone didn't work earlier.
سافر خارج البلد ليتعلم الإنجليزية.	He went abroad for the purpose of studying English.
لا أستطيع أن أخبرها، لم يعد الأمر بسيطًا.	I can't tell her now. It's not that simple anymore.
لم أجب على رسالتك بسبب انشغالي.	I didn't answer your letter because I was too busy.
أنا لم أركَ في حفلة الكوكتيل الإسبوع الماضي.	I didn't see you at my cocktail party last weekend.
لا أعلم إن كان سيأتي بالقطار أو بالسيارة.	I don't know whether he'll come by train or by car.
آمل ألا ترتكب نفس خطأ توم.	I hope that you won't make the same mistake as Tom.
اقترح عليك الكفَّ عن طرح الكثير من الأسئلة السخيفة.	I suggest you stop asking so many stupid questions.
شاهدت فيلم فرنسي بترجمة إنجليزية.	I watched a movie in French with English subtitles.
سأشتري السيارة بشرط أن يصلحوا المكابح أولاً.	I'll only buy the car if they fix the brakes first.
انا انتظره منذ هذا الصباح الباكر.	I've been waiting for him since early this morning.
إذا لم يكن لديك أولاد بإمكانك دائماً أن تتبنى.	If you can't have children, you could always adopt.
في رأي ،الخيول حيوانات ذكية جدا .	In my opinion, horses are very intelligent animals.
من المستحيل إتقان اللغة الإنجليزية خلال عامٍ واحد أو ما يقارب ذلك.	It is impossible to master English in a year or so.
ليس مهما ما تقوله، بل ما تفعله.	It's not what you say, but what you do that counts.
دعني أعرف عندما تحصل على ذلك التقرير من توم.	Let me know when you get that report back from Tom.
دعني أعرف عندما تسترجع ذلك التقرير من توم.	Let me know when you get that report back from Tom.
دعني أخبرك سبب عدم رغبتي فعل ذلك.	Let me tell you the reason I don't want to do that.
يجني زوجي مائة ألف دولار سنويا.	My husband makes a hundred thousand dollars a year.
تعافى عمّي من مرضه كليّاً.	My uncle has completely recovered from his illness.
لم يُحَقّق شيء عظيم باللعب في المنطقة الآمنة.	Nothing great has been achieved by playing it safe.
ربما سنسأل توم أن يوصي بشئ لك.	Perhaps we'll ask Tom to suggest something for you.
اتصل بي حين تأتي إلى طوكيو رجاءً.	Please get in touch with me when you come to Tokyo.
من فضلك إخلع حذاءك قبل أن تدخل البيت.	Please remove your shoes before entering the house.
غناءها أجمل من غناء أياً من زملائها في الصف.	She can sing better than anybody else in her class.
قريباً سيأتي اليوم الذي يستطيع فيه البشر السفر إلى كوكب المريخ.	The day will soon come when man can travel to Mars.
لأني أريد أن أصير معلم لغة إنجليزية.	The reason is that I want to be an English teacher.
لأني أريد أن أصير معلمة لغة إنجليزية.	The reason is that I want to be an English teacher.
رفض الجندي أن يطلق بندقيته على العدو.	The soldier refused to fire his rifle at the enemy.
راس الرمح كان مغموساً في سمْ قاتل.	The tip of the spear was dipped in a deadly poison.
لم يهطل المطر هنا خلال الإسبوعين الماضيين.	There has been no rain here for the past two weeks.
فكّر فيمَ ستشعر إن حدث ذلك لك.	Think about how you'd feel if that happened to you.
هذه الأمر علينا أن نعمل سويّاً لحلّه.	This is something that we need to work on together.
هذا الأمر نحتاج أن نعمل عليه سويّاً.	This is something that we need to work on together.
توم لا يستطيع أن يقرر في ما لو يشتري سيارة تيوتا أو فورد.	Tom can't decide whether to buy a Toyota or a Ford.
لا شك أن توم كان لديه وقت كاف لينجز العمل.	Tom definitely had enough time to get the job done.
أنكر توم كونه متورط في القضية	Tom denied that he had been involved in the affair.
لقد أنكر توم أنه متورط في القضية	Tom denied that he had been involved in the affair.
توم لم يكن يعلم كيفية ركوب الدراجة الهوائية حينها.	Tom didn't know how to ride a bicycle at that time.
لايبدو أن توم يتجاوب مع العلاج	Tom doesn't seem to be responding to the treatment.
حاول توم أن يحسن من لغته الفرنسية حديثا.	Tom has recently been trying to improve his French.
توم هو الوحيد الذي يعرف ما حصل.	Tom is the only one who really knows what happened.
ليس توم طالبًا هنا، بل هو أستاذ.	Tom isn't a student here. He's one of the teachers.
توم لم يستعيد ذاكرتهُ أبداً بعد الحادث.	Tom never did regain his memory after the accident.
فتح توم الباب وسأل فيما إذا كانت ماريا مشغولة.	Tom opened the door and asked Mary if she was busy.
جامعة تفت هي جامعة مشهورة في بوسطن.	Tufts University is a very famous school in Boston.
زيارة جميع المعالم السياحية حقاً ترهقني كثيراً .	Visiting all the tourist sights really wore me out.
غسل الملابس باليد عملية صعبة ومضيعة للوقت.	Washing laundry by hand is hard and time-consuming.
إننا مسؤولون عن حمايتك من الآن فصاعداً.	We are responsible for your protection from now on.
حمايتك هي مسؤوليتنا من الآن فصاعداً.	We are responsible for your protection from now on.
ما هو الجزء الأهم في التعليم الجيد؟	What's the most important part of a good education?
كانت تعزف على البيانو عندما دخلتُ إلى الغرفة.	When I entered the room, she was playing the piano.
ويكيبيديا هي أفضل موسوعة على الإنترنت.	Wikipedia is the best encyclopedia on the Internet.
لا تُنْصِتُ أبدًا. ربما يَحْسُنُ بي التحدث إلى الجدار.	You never listen. I might as well talk to the wall.
إنك لا تنصت مطلقاً. من الأفضل لي أن أتحدث إلى الجدار.	You never listen. I might as well talk to the wall.
كان عليك أن لا تسمح لتوم بالذهاب مع ماري إلى بوسطن.	You never should've let Tom go to Boston with Mary.
